ImageID,NucleiID,Number_foci_method1,Number_foci_method2,Number_foci_method3,Intensity
78,3,8,0,79,1063.651017
78,4,79,20,191,974.8941479
78,5,18,5,68,797.9529724
78,6,27,2,81,539.5019818
78,7,14,1,38,261.2117736
78,8,14,3,73,717.1176686
78,9,192,62,332,1497.149052
79,1,19,1,49,1059.882393
79,2,222,85,330,1264.313754
79,3,29,4,65,575.2431589
79,4,4,0,15,450.8313876
79,5,11,1,44,631.2117804
79,6,16,2,64,490.9411949
79,7,300,134,427,1807.501989
79,8,262,90,381,1429.686303
79,9,218,76,331,1328.274534
79,10,20,0,101,631.8313796
79,11,40,2,151,910.1451163
79,12,17,3,84,561.8862719
79,13,0,0,1,6.807843041
80,1,108,36,271,1800.109862
80,2,2,1,11,863.8078296
80,3,203,84,322,1647.639241
80,4,59,1,131,734.2705974
80,5,0,0,6,753.6235398
80,6,69,19,217,1251.474553
80,7,0,0,7,1211.584261
80,8,42,5,141,1121.298054
80,9,3,3,3,20.33333386
80,10,30,25,38,385.294124
80,11,138,64,188,1444.223557
80,12,164,57,314,1324.470617
80,13,1,0,14,679.5960708
81,1,43,10,99,709.7961015
81,2,299,143,442,1802.458854
81,3,156,57,244,1249.611805
81,4,59,32,94,1151.784357
81,5,336,205,444,1640.384345
81,6,290,166,384,1583.094147
81,7,182,76,293,1380.32161
81,8,329,149,445,1671.466695
81,9,1,0,8,13.905883
81,10,0,0,0,9.741176218
81,11,43,20,88,624.0666827
81,12,0,0,0,17.23921543
81,13,183,31,320,1168.686303
82,1,28,3,105,894.2627825
82,2,44,5,139,1364.360821
82,3,47,8,124,1113.305927
82,4,233,91,345,2177.356902
82,5,156,36,264,1504.831394
82,6,15,7,42,543.6274734
82,7,2,0,5,26.71372604
82,8,35,12,108,1147.68239
82,9,18,2,59,694.8196369
82,10,49,5,144,1392.517687
82,11,22,6,70,1105.00396
82,12,1,0,10,594.2784433
82,13,15,2,54,1004.741225
82,14,126,33,235,1207.478473
82,15,158,32,292,1434.298088
82,16,4,0,7,11.33333348
82,17,52,9,134,1514.635348
82,18,24,1,84,839.9372837
82,19,22,1,90,883.6863058
82,20,1,0,5,15.07058892
82,21,21,3,77,1148.345138
83,1,6,2,51,768.1882539
83,2,256,108,355,1748.454934
83,3,137,47,239,1078.329432
83,4,215,82,320,1647.419633
83,5,42,7,117,755.6196264
83,6,28,3,83,650.4941373
83,7,53,10,154,1116.960824
83,8,146,38,303,1545.125528
83,9,159,46,312,1203.400023
84,1,5,1,50,603.372562
84,2,5,0,47,487.6627488
84,3,4,2,39,495.1019662
84,4,11,2,33,533.5882396
84,5,32,1,163,827.2313756
84,6,30,3,62,2877.207896
84,7,13,1,82,692.913747
84,8,3,2,15,408.7647098
84,9,7,1,38,425.6823649
84,10,0,0,1,6.615686275
85,1,2,1,17,928.3921656
85,2,5,1,14,655.3725507
85,3,8,1,26,672.0156966
85,4,2,0,24,570.2313856
85,5,1,0,19,670.30197
85,6,15,0,103,705.1568763
85,7,0,0,14,578.2509898
85,8,0,0,0,6.286274724
85,9,0,0,9,563.7725611
85,10,41,6,119,623.5647066
85,11,0,0,11,472.4235322
86,1,46,27,66,2351.282394
86,2,3,1,10,467.5451115
86,3,15,7,21,1548.423555
86,4,0,0,10,783.8078698
86,5,12,5,25,439.9411857
86,6,3,3,2,54.24313825
86,7,0,0,6,762.1568548
86,8,4,2,12,552.3372748
86,9,7,0,47,580.7176606
86,10,0,0,5,465.4823623
86,11,0,0,4,371.6980452
86,12,0,0,20,503.4313862
86,13,0,0,6,714.2823729
86,14,1,0,2,406.5686157
86,15,0,0,17,614.4470741
87,1,3,0,26,390.5372617
87,2,5,0,26,324.1803992
87,3,17,0,94,546.486287
87,4,2,2,3,34.25882408
87,5,87,15,240,1366.415701
87,6,0,0,13,411.1255048
87,7,4,3,23,784.7608094
87,8,1,1,3,134.0000043
87,9,0,0,5,263.4235372
87,10,0,0,11,464.6431563
87,11,0,0,1,170.6588246
87,12,2,1,8,185.3215692
87,13,1,0,11,427.0627412
87,14,0,0,2,8.549019881
87,15,0,0,0,12.63921513
87,16,3,0,14,490.552961
87,17,7,0,54,461.600005
87,18,0,0,0,11.13725442
87,19,22,0,164,817.3568643
88,1,1,0,8,302.0039235
88,2,4,2,7,206.5254978
88,3,27,3,150,757.1254939
88,4,6,1,7,58.53333489
88,5,16,11,17,155.6000034
88,6,0,0,0,6.600000191
88,7,0,0,12,146.6901996
88,8,2,0,34,192.2784363
88,9,40,1,134,635.0196112
88,10,1,0,10,406.2549058
88,11,2,0,16,640.3608072
88,12,0,0,2,4.600000143
88,13,0,0,3,7.682353105
88,14,17,2,90,565.7255009
88,15,20,0,105,588.6117765
88,16,0,0,6,464.5019563
89,1,2,1,40,480.6313823
89,2,40,2,173,985.443137
89,3,2,0,11,353.3803977
89,4,1,0,4,299.400004
89,5,0,0,2,175.5450962
89,6,1,0,3,539.1490082
89,7,0,0,5,506.4745195
90,1,9,3,87,450.0352936
90,2,19,7,38,500.4392251
90,3,0,0,1,5.505882576
90,4,19,0,80,268.3843203
90,5,12,0,56,283.4745172
90,6,143,23,268,733.2274591
90,7,75,7,228,1044.235312
90,8,0,0,3,10.65490232
90,9,12,2,82,500.9882471
90,10,12,0,64,540.050994
90,11,9,0,82,533.4274438
90,12,1,0,19,459.6509859
90,13,28,7,115,695.1921715
90,14,0,0,0,4.862745132
91,1,2,0,9,553.8392231
91,2,1,1,16,523.949021
91,3,8,0,40,232.1686289
91,4,10,0,47,586.0666791
91,5,12,0,103,677.2902037
91,6,11,2,88,683.5607874
91,7,3,1,32,311.5490282
91,8,4,1,30,313.0509862
91,9,17,0,99,594.2823626
91,10,4,1,65,650.0431467
91,11,5,0,59,443.1058825
91,12,14,1,129,940.5019736
91,13,12,0,133,598.3764796
91,14,18,1,108,600.2549106
92,1,0,0,3,33.45098149
92,2,1,0,16,179.4941222
92,3,4,0,29,690.5843362
92,4,1,0,2,5.345098127
92,5,6,0,57,731.3255154
92,6,167,23,383,1029.823541
92,7,5,0,6,6.690196011
92,8,0,0,1,5.258823564
92,9,0,0,14,692.6549266
92,10,36,3,131,737.7568813
92,11,22,2,115,815.7529607
92,12,0,0,18,712.2941421
92,13,3,0,57,419.8392271
92,14,2,1,13,307.5646998
92,15,4,0,55,386.4588312
92,16,15,0,88,725.5686288
92,17,0,0,0,11.38823558
92,18,0,0,2,13.09803955
93,1,0,0,0,4.992156796
93,2,61,12,202,818.4117741
93,3,3,0,26,470.7490317
93,4,0,0,10,222.3019635
93,5,1,0,7,257.258824
93,6,17,1,87,307.149022
93,7,4,2,17,61.61568688
93,8,44,2,181,573.9725568
93,9,77,5,245,826.094129
93,10,0,0,0,3.784313705
93,11,3,0,33,449.2980318
93,12,0,0,1,5.984313704
93,13,1,1,11,428.8627356
94,1,2,0,14,694.5137388
94,2,3,0,15,292.8823571
94,3,0,0,16,332.4039266
94,4,0,0,7,637.5960794
94,5,26,3,129,1055.278433
94,6,105,37,139,1018.27844
94,7,0,0,3,8.094117649
94,8,99,44,142,1397.611785
94,9,19,1,103,932.313742
94,10,7,4,19,479.2156911
94,11,3,1,45,479.4431456
94,12,6,0,45,947.4627634
95,1,0,0,5,402.8470705
95,2,1,0,9,733.3765007
95,3,1,1,11,546.0274699
95,4,82,23,140,487.7176532
95,5,3,0,33,461.8784428
95,6,2,0,12,496.6784508
95,7,1,0,27,414.1372676
95,8,3,0,24,649.5333414
95,9,9,3,67,559.9843276
96,1,25,0,137,1542.098061
96,2,2,0,42,646.874521
96,3,0,0,17,496.6353054
96,4,0,0,1,4.411764728
96,5,2,0,12,478.149025
96,6,0,0,13,380.1098051
96,7,0,0,0,9.082353272
96,8,13,1,75,448.960784
96,9,19,3,65,479.956865
96,10,0,0,2,5.549019743
96,11,1,0,7,415.1019565
97,1,1,1,29,457.215692
97,2,0,0,14,491.5372601
97,3,12,3,43,1055.643144
97,4,0,0,4,381.8548935
97,5,1,1,1,8.329411853
97,6,43,5,212,881.6117797
97,7,0,0,2,228.7254813
97,8,0,0,1,209.556856
97,9,0,0,0,16.06274446
97,10,1,0,38,578.3137371
97,11,0,0,8,416.7921528
97,12,0,0,2,417.0548899
98,1,0,0,2,6.470588382
98,2,13,1,75,829.3255125
98,3,3,1,20,639.0980553
98,4,4,0,19,544.6941076
98,5,16,2,49,532.4627529
98,6,3,0,27,642.6627641
98,7,1,0,4,1014.745131
98,8,0,0,10,379.3999963
98,9,1,0,9,429.4902011
98,10,7,2,42,704.2470773
98,11,20,3,80,917.8392171
99,1,0,0,2,45.7137254
99,2,12,2,63,602.6980438
99,3,2,1,9,30.35294147
99,4,1,0,5,7.509803832
99,5,2,1,14,461.3058891
99,6,56,3,205,1095.874512
99,7,0,0,0,4.262745164
99,8,2,0,24,562.9686333
99,9,26,3,153,938.6823628
99,10,0,0,0,11.27843167
99,11,0,0,0,4.047058929
99,12,52,3,233,934.3804036
99,13,9,3,65,1011.062768
100,1,14,0,109,1104.749031
100,2,57,3,168,1750.458867
100,3,0,0,1,5.33333353
100,4,14,2,78,713.8078592
100,5,5,0,41,491.8509905
100,6,4,0,37,455.3843236
100,7,6,0,33,989.0588411
100,8,31,1,155,1056.14511
100,9,4,2,64,543.1137378
100,10,0,0,4,5.784313813
100,11,16,8,42,671.3294246
101,1,6,1,33,394.9882448
101,2,1,0,2,6.937255099
101,3,5,1,44,497.7607942
101,4,116,72,153,1733.047084
101,5,1,0,29,802.1529542
101,6,8,0,82,877.1725676
101,7,0,0,13,352.3058741
101,8,5,1,16,83.05098053
101,9,8,2,49,491.4156781
101,10,2,0,4,11.38039213
101,11,0,0,3,6.31372568
101,12,0,0,1,4.349019643
101,13,17,0,114,694.3254946
101,14,26,1,142,962.4000146
102,1,81,8,251,818.3686356
102,2,26,3,102,575.6078473
102,3,36,25,73,904.6352961
102,4,0,0,3,5.690196205
102,5,0,0,0,9.682352576
102,6,49,3,207,916.0039284
102,7,0,0,1,12.89411763
102,8,2,1,13,479.4235178
102,9,0,0,5,376.1411731
102,10,11,2,34,212.5568607
102,11,3,0,7,54.86666647
102,12,13,1,48,243.2862727
102,13,19,2,147,925.9255053
103,1,0,0,8,548.0588113
103,2,3,0,34,277.3254907
103,3,4,0,33,242.9843119
103,4,2,0,9,401.3960847
103,5,62,3,235,916.9176575
103,6,15,0,97,1060.305879
103,7,46,4,172,956.4274554
103,8,105,13,357,1180.317651
104,1,0,0,39,448.1568789
104,2,3,0,30,456.615704
104,3,0,0,2,4.447058987
104,4,0,0,1,7.349019945
104,5,127,78,151,1256.051002
104,6,15,3,42,519.9647124
104,7,27,1,119,700.125509
104,8,5,0,23,370.8509912
104,9,41,5,158,641.2745242
104,10,2,0,31,462.9215836
104,11,2,0,26,498.6980483
104,12,8,0,73,511.3451014
105,1,2,0,4,261.4352877
105,2,6,1,46,400.3372667
105,3,2,0,6,318.5725444
105,4,0,0,4,4.811764874
105,5,1,0,25,522.5333506
105,6,0,0,26,553.800012
105,7,1,1,24,376.7843137
105,8,14,0,127,938.1960861
105,9,0,0,11,502.031357
105,10,17,1,90,467.0745096
106,1,2,1,16,803.4235483
106,2,0,0,14,364.5960923
106,3,2,0,9,370.7254986
106,4,4,1,51,737.8902157
106,5,3,0,9,273.5843152
106,6,0,0,10,418.2078593
106,7,0,0,9,448.4196249
106,8,0,0,0,6.321568839
106,9,27,2,87,510.643142
106,10,12,0,109,743.0431561
106,11,28,1,153,829.4705944
106,12,4,3,9,438.2156999
106,13,30,13,65,701.0470736
106,14,1,0,11,235.5372557
106,15,1,0,12,467.8745242
106,16,4,2,21,161.6941153
106,17,15,4,58,675.98825
106,18,0,0,0,240.3411674
106,19,11,2,50,506.0902076
106,20,4,4,11,180.1882381
106,21,78,44,137,2004.321608
106,22,0,0,0,5.858823555
106,23,1,1,8,301.8745172
107,1,20,1,43,503.1529577
107,2,2,0,29,359.8470661
107,3,29,4,133,819.5372779
107,4,10,1,90,877.8039508
107,5,3,2,6,351.6745216
107,6,3,0,57,1315.180413
107,7,5,0,34,463.1450915
107,8,23,3,81,491.9294189
107,9,19,0,89,761.2549194
107,10,9,0,72,690.6706069
107,11,28,7,100,663.5372667
107,12,1,1,7,789.9333537
107,13,1,0,15,376.6902031
108,1,20,12,42,490.243148
108,2,8,0,48,424.7803928
108,3,3,0,22,431.7647185
108,4,8,4,38,478.6666793
108,5,1,1,11,404.3450884
108,6,36,12,95,555.560797
108,7,22,3,102,582.1176578
108,8,31,6,132,642.5451083
108,9,37,1,195,612.9254967
109,1,1,1,20,467.5372653
109,2,1,0,4,236.9019675
109,3,0,0,0,31.64313834
109,4,0,0,2,130.9137276
109,5,33,13,134,854.6980588
109,6,19,1,81,823.9333572
109,7,0,0,0,7.80000037
109,8,0,0,0,5.556862906
109,9,60,3,188,970.7098173
109,10,0,0,3,6.27058823
109,11,0,0,2,10.83921569
109,12,5,0,13,15.31764733
109,13,10,8,31,510.6941314
109,14,10,4,61,943.490218
109,15,8,1,63,689.8823668
109,16,1,0,4,719.454923
110,1,1,0,43,572.3137448
110,2,2,0,39,762.0117938
110,3,0,0,2,434.9843227
110,4,16,9,47,748.6666848
110,5,0,0,0,6.141176697
110,6,0,0,1,8.93725523
110,7,0,0,5,406.0784471
110,8,8,1,49,633.2510031
110,9,10,1,54,470.3411905
110,10,0,0,2,119.8313736
110,11,0,0,15,469.5176551
110,12,30,9,86,866.9059034
110,13,20,8,30,201.9921571
110,14,2,0,37,385.6392093
110,15,0,0,2,67.98039046
110,16,0,0,1,58.00392035
110,17,0,0,2,199.4039199
111,1,0,0,21,379.2235432
111,2,0,0,0,6.066666864
111,3,0,0,4,5.721568607
111,4,23,8,56,417.4117734
111,5,0,0,36,851.5608112
111,6,12,1,63,808.8274768
111,7,1,0,12,498.0313867
111,8,5,0,20,494.5882512
111,9,0,0,0,18.61960707
111,10,0,0,11,390.8666743
111,11,86,15,154,1082.486297
111,12,4,4,4,55.87058945
111,13,15,5,113,652.4509937
